"District","District Code","Free/Reduced Price Meal Eligibility","Count","%"
"Lisbon School District","=""0730011""","Eligible for Free or Reduced-Price Meals",6,5.8
"Litchfield School District","=""0740011""","Eligible for Free or Reduced-Price Meals",10,9.7
"Madison School District","=""0760011""","Eligible for Free or Reduced-Price Meals",9,5.8
"Manchester School District","=""0770011""","Eligible for Free or Reduced-Price Meals",500,13.7
"Mansfield School District","=""0780011""","Eligible for Free or Reduced-Price Meals",11,3.4
"Marlborough School District","=""0790011""","Eligible for Free or Reduced-Price Meals","*","*"
"Meriden School District","=""0800011""","Eligible for Free or Reduced-Price Meals",1291,22.5
"Middletown School District","=""0830011""","Eligible for Free or Reduced-Price Meals",317,13.9
"Milford School District","=""0840011""","Eligible for Free or Reduced-Price Meals",99,6.9
"Monroe School District","=""0850011""","Eligible for Free or Reduced-Price Meals",12,4.0
"Montville School District","=""0860011""","Eligible for Free or Reduced-Price Meals",113,13.5
"Naugatuck School District","=""0880011""","Eligible for Free or Reduced-Price Meals",326,16.1
"New Britain School District","=""0890011""","Eligible for Free or Reduced-Price Meals",958,12.2
"New Fairfield School District","=""0910011""","Eligible for Free or Reduced-Price Meals",24,9.0
"New Hartford School District","=""0920011""","Eligible for Free or Reduced-Price Meals","*","*"
"New Haven School District","=""0930011""","Eligible for Free or Reduced-Price Meals",1791,11.0
"Newington School District","=""0940011""","Eligible for Free or Reduced-Price Meals",110,12.7
"New London School District","=""0950011""","Eligible for Free or Reduced-Price Meals",623,22.6
"New Milford School District","=""0960011""","Eligible for Free or Reduced-Price Meals",89,11.1
"Newtown School District","=""0970011""","Eligible for Free or Reduced-Price Meals",29,9.1
"Norfolk School District","=""0980011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"North Branford School District","=""0990011""","Eligible for Free or Reduced-Price Meals",68,20.8
"North Canaan School District","=""1000011""","Eligible for Free or Reduced-Price Meals","*","*"
"North Haven School District","=""1010011""","Eligible for Free or Reduced-Price Meals",35,8.9
"North Stonington School District","=""1020011""","Eligible for Free or Reduced-Price Meals",16,10.9
"Norwalk School District","=""1030011""","Eligible for Free or Reduced-Price Meals",659,12.7
"Norwich School District","=""1040011""","Eligible for Free or Reduced-Price Meals",368,13.0
"Old Saybrook School District","=""1060011""","Eligible for Free or Reduced-Price Meals",18,7.8
"Orange School District","=""1070011""","Eligible for Free or Reduced-Price Meals","*","*"
"Oxford School District","=""1080011""","Eligible for Free or Reduced-Price Meals",11,5.8
"Plainfield School District","=""1090011""","Eligible for Free or Reduced-Price Meals",130,12.7
"Plainville School District","=""1100011""","Eligible for Free or Reduced-Price Meals",60,9.6
"Plymouth School District","=""1110011""","Eligible for Free or Reduced-Price Meals",62,13.0
"Pomfret School District","=""1120011""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Eligible for Free or Reduced-Price Meals",23,10.8
"Preston School District","=""1140011""","Eligible for Free or Reduced-Price Meals",6,7.3
"Putnam School District","=""1160011""","Eligible for Free or Reduced-Price Meals",105,14.6
"Redding School District","=""1170011""","Eligible for Free or Reduced-Price Meals","*","*"
"Ridgefield School District","=""1180011""","Eligible for Free or Reduced-Price Meals",8,6.5
"Rocky Hill School District","=""1190011""","Eligible for Free or Reduced-Price Meals",25,9.2
"Salem School District","=""1210011""","Eligible for Free or Reduced-Price Meals","*","*"
"Salisbury School District","=""1220011""","Eligible for Free or Reduced-Price Meals","*","*"
"Scotland School District","=""1230011""","Eligible for Free or Reduced-Price Meals","*","*"
"Seymour School District","=""1240011""","Eligible for Free or Reduced-Price Meals",93,16.7
"Sharon School District","=""1250011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Shelton School District","=""1260011""","Eligible for Free or Reduced-Price Meals",104,10.7
"Sherman School District","=""1270011""","Eligible for Free or Reduced-Price Meals","*","*"
"Simsbury School District","=""1280011""","Eligible for Free or Reduced-Price Meals",42,12.5
"Somers School District","=""1290011""","Eligible for Free or Reduced-Price Meals",15,14.9
"Southington School District","=""1310011""","Eligible for Free or Reduced-Price Meals",85,11.0
"South Windsor School District","=""1320011""","Eligible for Free or Reduced-Price Meals",56,14.4
"Sprague School District","=""1330011""","Eligible for Free or Reduced-Price Meals",13,8.5
"Stafford School District","=""1340011""","Eligible for Free or Reduced-Price Meals",80,16.0
"Stamford School District","=""1350011""","Eligible for Free or Reduced-Price Meals",481,5.9
"Sterling School District","=""1360011""","Eligible for Free or Reduced-Price Meals",17,10.4
"Stonington School District","=""1370011""","Eligible for Free or Reduced-Price Meals",31,14.5
"Stratford School District","=""1380011""","Eligible for Free or Reduced-Price Meals",368,12.4
"Suffield School District","=""1390011""","Eligible for Free or Reduced-Price Meals",37,14.3
"Thomaston School District","=""1400011""","Eligible for Free or Reduced-Price Meals",29,11.5
"Thompson School District","=""1410011""","Eligible for Free or Reduced-Price Meals",32,9.1
"Tolland School District","=""1420011""","Eligible for Free or Reduced-Price Meals",18,11.0
"Torrington School District","=""1430011""","Eligible for Free or Reduced-Price Meals",265,13.1
"Trumbull School District","=""1440011""","Eligible for Free or Reduced-Price Meals",27,5.7
"Union School District","=""1450011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Vernon School District","=""1460011""","Eligible for Free or Reduced-Price Meals",185,13.5
"Voluntown School District","=""1470011""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","Eligible for Free or Reduced-Price Meals",91,12.0
"Waterbury School District","=""1510011""","Eligible for Free or Reduced-Price Meals",3553,23.9
"Waterford School District","=""1520011""","Eligible for Free or Reduced-Price Meals",49,13.1
"Watertown School District","=""1530011""","Eligible for Free or Reduced-Price Meals",109,19.0
"Westbrook School District","=""1540011""","Eligible for Free or Reduced-Price Meals",11,9.9
"West Hartford School District","=""1550011""","Eligible for Free or Reduced-Price Meals",242,12.2
"West Haven School District","=""1560011""","Eligible for Free or Reduced-Price Meals",528,14.1
"Weston School District","=""1570011""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Eligible for Free or Reduced-Price Meals",22,12.1
"Wethersfield School District","=""1590011""","Eligible for Free or Reduced-Price Meals",60,8.9
"Willington School District","=""1600011""","Eligible for Free or Reduced-Price Meals",12,13.0
"Wilton School District","=""1610011""","Eligible for Free or Reduced-Price Meals","*","*"
"Winchester School District","=""1620011""","Eligible for Free or Reduced-Price Meals",33,6.7
"Windham School District","=""1630011""","Eligible for Free or Reduced-Price Meals",506,19.5
"Windsor School District","=""1640011""","Eligible for Free or Reduced-Price Meals",269,24.1
"Windsor Locks School District","=""1650011""","Eligible for Free or Reduced-Price Meals",68,11.2
"Wolcott School District","=""1660011""","Eligible for Free or Reduced-Price Meals",59,10.3
"Woodbridge School District","=""1670011""","Eligible for Free or Reduced-Price Meals","*","*"
"Woodstock School District","=""1690011""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 01","=""2010012""","Eligible for Free or Reduced-Price Meals",16,15.1
"Regional School District 04","=""2040012""","Eligible for Free or Reduced-Price Meals",15,18.3
"Regional School District 05","=""2050012""","Eligible for Free or Reduced-Price Meals",18,19.4
"Regional School District 06","=""2060012""","Eligible for Free or Reduced-Price Meals",15,10.0
"Regional School District 07","=""2070012""","Eligible for Free or Reduced-Price Meals",10,12.5
"Regional School District 08","=""2080012""","Eligible for Free or Reduced-Price Meals",31,23.3
"Regional School District 09","=""2090012""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 10","=""2100012""","Eligible for Free or Reduced-Price Meals",13,9.0
"Regional School District 11","=""2110012""","Eligible for Free or Reduced-Price Meals",16,20.5
"Regional School District 12","=""2120012""","Eligible for Free or Reduced-Price Meals",9,13.6
"Regional School District 13","=""2130012""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 14","=""2140012""","Eligible for Free or Reduced-Price Meals",10,6.3
"Regional School District 15","=""2150012""","Eligible for Free or Reduced-Price Meals",25,11.0
"Regional School District 16","=""2160012""","Eligible for Free or Reduced-Price Meals",46,13.9
"Regional School District 17","=""2170012""","Eligible for Free or Reduced-Price Meals",22,13.0
"Regional School District 18","=""2180012""","Eligible for Free or Reduced-Price Meals",10,8.6
"Regional School District 19","=""2190012""","Eligible for Free or Reduced-Price Meals",33,19.1
"Capitol Region Education Council","=""2410014""","Eligible for Free or Reduced-Price Meals",340,16.8
"Cooperative Educational Services","=""2430014""","Eligible for Free or Reduced-Price Meals",36,12.5
"Area Cooperative Educational Services","=""2440014""","Eligible for Free or Reduced-Price Meals",262,22.2
"Learn","=""2450014""","Eligible for Free or Reduced-Price Meals",28,4.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Eligible for Free or Reduced-Price Meals",20,21.7
"Jumoke Academy District","=""2610013""","Eligible for Free or Reduced-Price Meals",21,7.3
"Odyssey Community School District","=""2630013""","Eligible for Free or Reduced-Price Meals",8,14.0
"Integrated Day Charter School District","=""2640013""","Eligible for Free or Reduced-Price Meals",7,7.5
"Interdistrict School for Arts and Comm District","=""2650013""","Eligible for Free or Reduced-Price Meals",21,15.6
"Common Ground High School District","=""2680013""","Eligible for Free or Reduced-Price Meals",9,11.5
"The Bridge Academy District","=""2690013""","Eligible for Free or Reduced-Price Meals",55,25.3
"Side By Side Charter School District","=""2700013""","Eligible for Free or Reduced-Price Meals",14,12.1
"Explorations District","=""2720013""","Eligible for Free or Reduced-Price Meals",12,34.3
"Trailblazers Academy District","=""2780013""","Eligible for Free or Reduced-Price Meals","*","*"
"Amistad Academy District","=""2790013""","Eligible for Free or Reduced-Price Meals",121,20.2
"New Beginnings Inc., Family Academy District","=""2800013""","Eligible for Free or Reduced-Price Meals",60,19.9
"Stamford Academy District","=""2820013""","Eligible for Free or Reduced-Price Meals",19,20.9
"Park City Prep Charter School District","=""2830013""","Eligible for Free or Reduced-Price Meals",32,20.6
"Bridgeport Achievement First District","=""2850013""","Eligible for Free or Reduced-Price Meals",117,40.9
"Highville Charter School District","=""2860013""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Achievement First Hartford Academy Inc. District","=""2880013""","Eligible for Free or Reduced-Price Meals",167,32.4
"Elm City College Preparatory School District","=""2890013""","Eligible for Free or Reduced-Price Meals",112,26.5
"Unified School District #1","=""3360015""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Unified School District #2","=""3470015""","Eligible for Free or Reduced-Price Meals",70,23.0
"Connecticut Technical High School System","=""9000016""","Eligible for Free or Reduced-Price Meals",1340,28.1
"Norwich Free Academy District","=""9010022""","Eligible for Free or Reduced-Price Meals",142,27.4
"The Gilbert School District","=""9020022""","Eligible for Free or Reduced-Price Meals",27,23.1
"Woodstock Academy District","=""9030022""","Eligible for Free or Reduced-Price Meals",13,15.5

