"District","District Code","Free/Reduced Price Meal Eligibility","Count","%"
"Norfolk School District","=""0980011""","Eligible for Free or Reduced-Price Meals","*","*"
"North Branford School District","=""0990011""","Eligible for Free or Reduced-Price Meals",45,12.4
"North Canaan School District","=""1000011""","Eligible for Free or Reduced-Price Meals","*","*"
"North Haven School District","=""1010011""","Eligible for Free or Reduced-Price Meals",38,7.7
"North Stonington School District","=""1020011""","Eligible for Free or Reduced-Price Meals",12,8.6
"Norwalk School District","=""1030011""","Eligible for Free or Reduced-Price Meals",433,7.2
"Norwich School District","=""1040011""","Eligible for Free or Reduced-Price Meals",227,7.9
"Old Saybrook School District","=""1060011""","Eligible for Free or Reduced-Price Meals",9,3.5
"Orange School District","=""1070011""","Eligible for Free or Reduced-Price Meals","*","*"
"Oxford School District","=""1080011""","Eligible for Free or Reduced-Price Meals",9,4.7
"Plainfield School District","=""1090011""","Eligible for Free or Reduced-Price Meals",139,11.9
"Plainville School District","=""1100011""","Eligible for Free or Reduced-Price Meals",61,7.4
"Plymouth School District","=""1110011""","Eligible for Free or Reduced-Price Meals",36,7.6
"Pomfret School District","=""1120011""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Eligible for Free or Reduced-Price Meals",31,9.9
"Preston School District","=""1140011""","Eligible for Free or Reduced-Price Meals",8,7.5
"Putnam School District","=""1160011""","Eligible for Free or Reduced-Price Meals",65,8.2
"Redding School District","=""1170011""","Eligible for Free or Reduced-Price Meals","*","*"
"Ridgefield School District","=""1180011""","Eligible for Free or Reduced-Price Meals","*","*"
"Rocky Hill School District","=""1190011""","Eligible for Free or Reduced-Price Meals",19,4.8
"Salem School District","=""1210011""","Eligible for Free or Reduced-Price Meals","*","*"
"Salisbury School District","=""1220011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Scotland School District","=""1230011""","Eligible for Free or Reduced-Price Meals","*","*"
"Seymour School District","=""1240011""","Eligible for Free or Reduced-Price Meals",111,16.4
"Sharon School District","=""1250011""","Eligible for Free or Reduced-Price Meals","*","*"
"Shelton School District","=""1260011""","Eligible for Free or Reduced-Price Meals",107,9.2
"Sherman School District","=""1270011""","Eligible for Free or Reduced-Price Meals","*","*"
"Simsbury School District","=""1280011""","Eligible for Free or Reduced-Price Meals",36,8.1
"Somers School District","=""1290011""","Eligible for Free or Reduced-Price Meals",12,10.5
"Southington School District","=""1310011""","Eligible for Free or Reduced-Price Meals",86,7.5
"South Windsor School District","=""1320011""","Eligible for Free or Reduced-Price Meals",52,8.6
"Sprague School District","=""1330011""","Eligible for Free or Reduced-Price Meals",23,12.1
"Stafford School District","=""1340011""","Eligible for Free or Reduced-Price Meals",60,10.4
"Stamford School District","=""1350011""","Eligible for Free or Reduced-Price Meals",340,3.9
"Sterling School District","=""1360011""","Eligible for Free or Reduced-Price Meals",17,9.9
"Stonington School District","=""1370011""","Eligible for Free or Reduced-Price Meals",56,11.4
"Stratford School District","=""1380011""","Eligible for Free or Reduced-Price Meals",332,9.8
"Suffield School District","=""1390011""","Eligible for Free or Reduced-Price Meals",12,5.1
"Thomaston School District","=""1400011""","Eligible for Free or Reduced-Price Meals",18,8.3
"Thompson School District","=""1410011""","Eligible for Free or Reduced-Price Meals",28,7.7
"Tolland School District","=""1420011""","Eligible for Free or Reduced-Price Meals",10,4.3
"Torrington School District","=""1430011""","Eligible for Free or Reduced-Price Meals",226,10.0
"Trumbull School District","=""1440011""","Eligible for Free or Reduced-Price Meals",21,3.5
"Union School District","=""1450011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Vernon School District","=""1460011""","Eligible for Free or Reduced-Price Meals",215,14.2
"Voluntown School District","=""1470011""","Eligible for Free or Reduced-Price Meals","*","*"
"Wallingford School District","=""1480011""","Eligible for Free or Reduced-Price Meals",137,10.8
"Waterbury School District","=""1510011""","Eligible for Free or Reduced-Price Meals",3135,20.7
"Waterford School District","=""1520011""","Eligible for Free or Reduced-Price Meals",64,12.1
"Watertown School District","=""1530011""","Eligible for Free or Reduced-Price Meals",83,11.4
"Westbrook School District","=""1540011""","Eligible for Free or Reduced-Price Meals","*","*"
"West Hartford School District","=""1550011""","Eligible for Free or Reduced-Price Meals",193,8.8
"West Haven School District","=""1560011""","Eligible for Free or Reduced-Price Meals",328,8.6
"Weston School District","=""1570011""","Eligible for Free or Reduced-Price Meals","*","*"
"Westport School District","=""1580011""","Eligible for Free or Reduced-Price Meals",28,11.9
"Wethersfield School District","=""1590011""","Eligible for Free or Reduced-Price Meals",60,8.0
"Willington School District","=""1600011""","Eligible for Free or Reduced-Price Meals","*","*"
"Wilton School District","=""1610011""","Eligible for Free or Reduced-Price Meals","*","*"
"Winchester School District","=""1620011""","Eligible for Free or Reduced-Price Meals",11,3.0
"Windham School District","=""1630011""","Eligible for Free or Reduced-Price Meals",402,15.5
"Windsor School District","=""1640011""","Eligible for Free or Reduced-Price Meals",225,18.4
"Windsor Locks School District","=""1650011""","Eligible for Free or Reduced-Price Meals",72,10.4
"Wolcott School District","=""1660011""","Eligible for Free or Reduced-Price Meals",48,9.6
"Woodbridge School District","=""1670011""","Eligible for Free or Reduced-Price Meals","*","*"
"Woodstock School District","=""1690011""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 01","=""2010012""","Eligible for Free or Reduced-Price Meals",23,24.0
"Regional School District 04","=""2040012""","Eligible for Free or Reduced-Price Meals",9,8.3
"Regional School District 05","=""2050012""","Eligible for Free or Reduced-Price Meals",10,8.1
"Regional School District 06","=""2060012""","Eligible for Free or Reduced-Price Meals",11,7.1
"Regional School District 07","=""2070012""","Eligible for Free or Reduced-Price Meals",23,22.8
"Regional School District 08","=""2080012""","Eligible for Free or Reduced-Price Meals",12,10.4
"Regional School District 09","=""2090012""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 10","=""2100012""","Eligible for Free or Reduced-Price Meals",19,8.1
"Regional School District 11","=""2110012""","Eligible for Free or Reduced-Price Meals",15,14.6
"Regional School District 12","=""2120012""","Eligible for Free or Reduced-Price Meals",7,8.2
"Regional School District 13","=""2130012""","Eligible for Free or Reduced-Price Meals",6,4.1
"Regional School District 14","=""2140012""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 15","=""2150012""","Eligible for Free or Reduced-Price Meals",19,7.0
"Regional School District 16","=""2160012""","Eligible for Free or Reduced-Price Meals",29,8.1
"Regional School District 17","=""2170012""","Eligible for Free or Reduced-Price Meals",18,8.2
"Regional School District 18","=""2180012""","Eligible for Free or Reduced-Price Meals",6,4.8
"Regional School District 19","=""2190012""","Eligible for Free or Reduced-Price Meals",19,8.7
"Capitol Region Education Council","=""2410014""","Eligible for Free or Reduced-Price Meals",528,12.8
"Education Connection","=""2420014""","Eligible for Free or Reduced-Price Meals",10,4.3
"Cooperative Educational Services","=""2430014""","Eligible for Free or Reduced-Price Meals",33,10.6
"Area Cooperative Educational Services","=""2440014""","Eligible for Free or Reduced-Price Meals",215,17.4
"Learn","=""2450014""","Eligible for Free or Reduced-Price Meals",66,5.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Eligible for Free or Reduced-Price Meals",30,17.2
"Jumoke Academy District","=""2610013""","Eligible for Free or Reduced-Price Meals",57,15.0
"Odyssey Community School District","=""2630013""","Eligible for Free or Reduced-Price Meals",8,7.3
"Integrated Day Charter School District","=""2640013""","Eligible for Free or Reduced-Price Meals","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Eligible for Free or Reduced-Price Meals",44,23.5
"Common Ground High School District","=""2680013""","Eligible for Free or Reduced-Price Meals",13,14.1
"The Bridge Academy District","=""2690013""","Eligible for Free or Reduced-Price Meals",46,20.3
"Side By Side Charter School District","=""2700013""","Eligible for Free or Reduced-Price Meals",6,5.2
"Explorations District","=""2720013""","Eligible for Free or Reduced-Price Meals",8,30.8
"Trailblazers Academy District","=""2780013""","Eligible for Free or Reduced-Price Meals",18,13.2
"Amistad Academy District","=""2790013""","Eligible for Free or Reduced-Price Meals",252,30.4

